soil_ref,SID
58879,300
58880,126
58881,102
58882,030
58883,251
58884,234
58885,061
58886,047
58887,025
58888,095
58889,025
58890,003
58891,088
58892,209
58893,092
58894,024
58895,025
58896,349
58897,350
58898,246
58899,270
58900,086
58901,086
58902,237
58903,102
58904,022
58905,040
58906,092
58907,308
58908,332
58909,148
58910,251
58911,083
58912,318
58913,114
58914,024
58915,008
58916,254
58917,071
58918,298
58919,125
58920,351
58921,092
58922,052
58923,249
58924,146
58925,025
58926,283
58927,025
58928,283
58929,040
58930,270
58931,083
58932,058
58933,030
58934,147
58935,073
58936,262
58937,034
58938,254
58939,209
58940,071
58941,092
58942,344
58943,352
58944,237
58945,284
58946,244
58947,308
58948,126
58949,126
58950,146
58951,148
58952,045
58953,325
58954,095
58955,047
58956,024
58957,039
58958,329
58959,064
58960,118
58961,342
58962,353
58963,340
58964,347
58965,269
58966,159
58967,321
58968,249
58969,292
58970,288
58971,087
58972,329
58973,318
58974,148
58975,025
58976,025
58977,011
58978,067
58979,047
58980,087
58981,053
58982,034
58983,034
58984,025
58985,121
58986,121
58987,073
58988,121
58989,286
58990,313
58991,148
58992,262
58993,313
58994,262
58995,037
58996,017
58997,071
58998,251
58999,251
59000,313
59001,262
59002,148
59003,281
59004,159
59005,159
59006,313
59007,148
59008,281
59009,159
59010,281
59011,083
59012,250
59013,147
59014,064
59015,083
59016,259
59017,073
59018,058
59019,348
59020,103
59021,022
59022,064
59023,064
59024,103
59025,064
59026,103
59027,022
59028,064
59029,103
59030,022
59031,103
59032,064
59033,064
59034,103
59035,022
59036,033
59037,050
59038,064
59039,087
59040,117
59041,047
59042,033
59043,050
59044,188
59045,226
59046,041
59047,188
59048,116
59049,234
59050,188
59051,147
59052,033
59053,064
59054,073
59055,050
59056,033
59057,064
59058,050
59059,073
59060,073
59061,050
59062,064
59063,033
59064,064
59065,061
59066,093
59067,117
59068,337
59069,337
59070,117
59071,064
59072,262
59073,132
59074,147
59075,251
59076,061
59077,045
59078,132
59079,045
59080,061
59081,251
59082,186
59083,050
59084,050
59085,064
59086,262
59087,045
59088,045
59089,132
59090,119
59091,148
59092,102
59093,119
59094,022
59095,148
59096,102
59097,262
59098,345
59099,047
59100,067
59101,092
59102,039
59103,024
59104,075
59105,041
59106,008
59107,124
59108,095
59109,087
59110,329
59111,325
59112,335
59113,003
59114,095
59115,075
59116,008
59117,041
59118,087
59119,003
59120,335
59121,325
59122,095
59123,329
59124,075
59125,008
59126,041
59127,325
59128,087
59129,041
59130,008
59131,075
59132,075
59133,008
59134,008
59135,075
59136,335
59137,003
59138,335
59139,075
59140,008
59141,003
59142,053
59143,087
59144,325
59145,008
59146,075
59147,003
59148,330
59149,041
59150,335
59151,095
59152,075
59153,041
59154,008
59155,335
59156,003
59157,044
59158,053
59159,075
59160,335
59161,003
59162,008
59163,053
59164,325
59165,075
59166,008
59167,329
59168,087
59169,335
59170,003
59171,003
59172,219
59173,254
59174,041
59175,336
59176,034
59177,025
59178,024
59179,336
59180,041
59181,254
59182,219
59183,024
59184,025
59185,024
59186,041
59187,121
59188,088
59189,336
59190,008
59191,099
59192,025
59193,024
59194,336
59195,041
59196,209
59197,064
59198,254
59199,034
59200,025
59201,090
59202,090
59203,336
59204,008
59205,148
59206,254
59207,025
59208,148
59209,025
59210,254
59211,254
59212,148
59213,025
59214,090
59215,041
59216,336
59217,219
59218,064
59219,064
59220,254
59221,148
59222,025
59223,103
59224,022
59225,045
59226,045
59227,022
59228,298
59229,103
59230,028
59231,103
59232,028
59233,071
59234,027
59235,148
59236,045
59237,045
59238,022
59239,148
59240,025
59241,103
59242,156
59243,092
59244,103
59245,028
59246,156
59247,103
59248,156
59249,092
59250,025
59251,025
59252,285
59253,024
59254,224
59255,024
59256,224
59257,024
59258,224
59259,024
59260,342
59261,073
59262,025
59263,344
59264,340
59265,343
59266,025
59267,024
59268,341
59269,344
59270,073
59271,025
59272,351
59273,128
59274,347
59275,350
59276,125
59277,352
59278,347
59279,269
59280,092
59281,222
59282,222
59283,064
59284,159
59285,201
59286,026
59287,201
59288,160
59289,026
59290,239
59291,012
59292,160
59293,026
59294,190
59295,012
59296,239
59297,237
59298,197
59299,017
59300,239
59301,012
59302,246
59303,017
59304,153
59305,190
59306,153
59307,017
59308,209
59309,239
59310,190
59311,012
59312,048
59313,237
59314,197
59315,197
59316,153
59317,017
59318,044
59319,048
59320,159
59321,052
59322,209
59323,269
59324,146
59325,146
59326,269
59327,153
59328,209
59329,321
59330,037
59331,037
59332,209
59333,321
59334,012
59335,269
59336,237
59337,237
59338,321
59339,269
59340,012
59341,037
59342,209
59343,209
59344,037
59345,321
59346,246
59347,249
59348,121
59349,249
59350,121
59351,249
59352,270
59353,092
59354,270
59355,146
59356,237
59357,092
59358,237
59359,249
59360,300
59361,300
59362,249
59363,064
59364,227
59365,064
59366,086
59367,201
59368,064
59369,086
59370,126
59371,086
59372,102
59373,227
59374,064
59375,025
59376,126
59377,201
59378,086
59379,201
59380,064
59381,283
59382,103
59383,025
59384,249
59385,126
59386,249
59387,048
59388,300
59389,086
59390,057
59391,064
59392,103
59393,283
59394,103
59395,283
59396,030
59397,030
59398,103
59399,286
59400,283
59401,030
59402,103
59403,283
59404,121
59405,073
59406,086
59407,103
59408,283
59409,030
59410,284
59411,283
59412,030
59413,284
59414,040
59415,030
59416,283
59417,284
59418,286
59419,103
59420,030
59421,292
59422,064
59423,025
59424,103
59425,030
59426,103
59427,025
59428,201
59429,064
59430,147
59431,147
59432,103
59433,284
59434,064
59435,103
59436,064
59437,025
59438,092
59439,064
59440,092
59441,025
59442,201
59443,288
59444,092
59445,237
59446,308
59447,308
59448,237
59449,270
59450,146
59451,092
59452,237
59453,304
59454,172
59455,270
59456,237
59457,092
59458,146
59459,092
59460,146
59461,333
59462,048
59463,333
59464,201
59465,030
59466,237
59467,333
59468,237
59469,313
59470,029
59471,148
59472,073
59473,050
59474,022
59475,126
59476,226
59477,061
59478,061
59479,093
59480,064
59481,064
59482,095
59483,328
59484,330
59485,025
59486,329
59487,329
59488,325
59489,328
59490,087
59491,095
59492,064
59493,114
59494,034
59495,337
59496,114
59497,219
59498,099
59499,336
59500,041
59501,008
59502,148
59503,118
59504,025
59505,222
59506,069
59507,148
59508,045
59509,190
59510,224
59511,353
59512,127
59513,246
59514,153
59515,237
59516,237
59517,246
59518,012
59519,127
59520,354
59521,121
59522,179
59523,025
59524,201
59525,286
59526,244
59527,244
59528,283
59529,283
59530,022
59531,022
59532,147
59533,103
59534,048
59535,172
59536,332
59537,304
59538,313
59539,262
59540,287
59541,022
59542,030
59543,279
59544,025
59545,022
59546,329
59547,328
59548,095
59549,003
59550,053
59551,328
59552,041
59553,126
59554,325
59555,209
59556,090
59557,041
59558,008
59559,071
59560,222
59561,298
59562,298
59563,343
59564,341
59565,127
59566,047
59567,159
59568,048
59569,012
59570,355
59571,153
59572,127
59573,060
59574,227
59575,022
59576,147
59577,284
59578,286
59579,283
59580,304
59581,148
59582,287
59583,251
59584,116
59585,148
59586,262
59587,045
59588,090
59589,335
59590,329
59591,335
59592,325
59593,048
59594,034
59595,041
59596,099
59597,336
59598,024
59599,064
59600,298
59601,222
59602,045
59603,148
59604,222
59605,190
59606,246
59607,159
59608,272
59609,354
59610,198
59611,296
59612,347
59613,347
59614,355
59615,030
59616,040
59617,286
59618,103
59619,286
59620,030
59621,048
59622,065
59623,186
59624,148
59625,234
59626,067
59627,087
59628,325
59629,124
59630,053
59631,124
59632,060
59633,087
59634,025
59635,269
59636,090
59637,114
59638,008
59639,024
59640,024
59641,025
59642,254
59643,219
59644,254
59645,024
59646,298
59647,045
59648,148
59649,045
59650,031
59651,309
59652,039
59653,045
59654,237
59655,356
59656,240
59657,103
59658,284
59659,286
59660,284
59661,227
59662,179
59663,022
59664,186
59665,320
59666,050
59667,116
59668,033
59669,050
59670,209
59671,095
59672,254
59673,044
59674,008
59675,075
59676,064
59677,219
59678,064
59679,025
59680,027
59681,022
59682,298
59683,219
59684,103
59685,022
59686,022
59687,025
59688,343
59689,309
59690,201
59691,197
59692,272
59693,030
59694,292
59695,022
59696,286
59697,157
59698,065
59699,304
59700,029
59701,257
59702,119
59703,330
59704,219
59705,148
59706,219
59707,028
59708,190
59709,341
59710,160
59711,159
59712,045
59713,357
59714,189
59715,240
59716,025
59717,249
59718,201
59719,332
59720,287
59721,257
59722,038
59723,148
59724,003
59725,024
59726,087
59727,053
59728,219
59729,034
59730,219
59731,209
59732,219
59733,340
59734,037
59735,228
59736,297
59737,198
59738,237
59739,086
59740,201
59741,283
59742,284
59743,286
59744,040
59745,228
59746,270
59747,146
59748,237
59749,292
59750,051
59751,292
59752,092
59753,092
59754,038
59755,348
59756,058
59757,348
59758,262
59759,132
59760,052
59761,132
59762,022
59763,087
59764,027
59765,090
59766,064
59767,024
59768,114
59769,254
59770,027
59771,342
59772,092
59773,209
59774,190
59775,092
59776,355
59777,354
59778,292
59779,270
59780,179
59781,304
59782,259
59783,188
59784,116
59785,003
59786,335
59787,053
59788,329
59789,064
59790,099
59791,024
59792,349
59793,269
59794,358
59795,179
59796,121
59797,073
59798,292
59799,030
59800,284
59801,244
59802,073
59803,270
59804,092
59805,029
59806,083
59807,291
59808,103
59809,325
59810,209
59811,008
59812,148
59813,336
59814,041
59815,114
59816,114
59817,027
59818,219
59819,027
59820,073
59821,228
59822,025
59823,244
59824,048
59825,092
59826,270
59827,320
59828,159
59829,119
59830,017
59831,037
59832,119
59833,103
59834,073
59835,005
59836,148
59837,254
59838,090
59839,024
59840,022
59841,344
59842,349
59843,045
59844,228
59845,272
59846,092
59847,121
59848,022
59849,259
59850,188
59851,058
59852,348
59853,058
59854,132
59855,335
59856,209
59857,099
59858,064
59859,025
59860,022
59861,347
59862,127
59863,092
59864,073
59865,292
59866,246
59867,022
59868,048
59869,227
59870,030
59871,333
59872,291
59873,240
59874,045
59875,117
59876,103
59877,071
59878,092
59879,030
59880,041
59881,045
59882,190
59883,359
59884,272
59885,244
59886,201
59887,300
59888,237
59889,320
59890,116
59891,032
59892,052
59893,262
59894,038
59895,314
59896,254
59897,024
59898,125
59899,351
59900,352
59901,360
59902,045
59903,249
59904,029
59905,284
59906,249
59907,086
59908,051
59909,159
59910,283
59911,093
59912,047
59913,048
59914,041
59915,027
59916,361
59917,024
59918,285
59919,340
59920,022
59921,127
59922,052
59923,240
59924,362
59925,189
59926,071
59927,246
59928,022
59929,179
59930,090
59931,148
59932,064
59933,114
59934,190
59935,199
59936,228
59937,044
59938,363
59939,286
59940,048
59941,300
59942,262
59943,088
59944,262
59945,022
59946,041
59947,148
59948,190
59949,353
59950,350
59951,295
59952,147
59953,292
59954,249
59955,320
59956,050
59957,045
59958,269
59959,024
59960,336
59961,025
59962,336
59963,022
59964,073
59965,360
59966,347
59967,297
59968,147
59969,104
59970,088
59971,044
59972,070
59973,254
59974,090
59975,041
59976,209
59977,064
59978,022
59979,364
59980,357
59981,199
59982,121
59983,201
59984,025
59985,257
59986,117
59987,073
59988,103
59989,318
59990,099
59991,099
59992,099
59993,336
59994,209
59995,365
59996,110
59997,366
59998,107
59999,111
60000,367
60001,368
60002,201
60003,147
60004,045
60005,286
60006,283
60007,051
60008,047
60009,039
60010,254
60011,025
60012,148
60013,254
60014,034
60015,285
60016,111
60017,350
60018,198
60019,073
60020,103
60021,228
60022,045
60023,019
60024,064
60025,025
60026,053
60027,148
60028,025
60029,254
60030,005
60031,254
60032,148
60033,034
60034,285
60035,060
60036,356
60037,128
60038,064
60039,064
60040,257
60041,157
60042,333
60043,065
60044,313
60045,119
60046,117
60047,022
60048,064
60049,025
60050,262
60051,213
60052,257
60053,292
60054,099
60055,336
60056,099
60057,186
60058,073
60059,369
60060,122
60061,125
60062,354
60063,355
60064,283
60065,249
60066,147
60067,249
60068,320
60069,190
60070,019
60071,286
60072,041
60073,008
60074,318
60075,254
60076,099
60077,219
60078,190
60079,186
60080,365
60081,351
60082,269
60083,355
60084,122
60085,362
60086,346
60087,270
60088,201
60089,073
60090,121
60091,292
60092,190
60093,190
60094,029
60095,313
60096,045
60097,304
60098,029
60099,320
60100,159
60101,262
60102,313
60103,251
60104,186
60105,313
60106,148
60107,262
60108,037
60109,017
60110,313
60111,148
60112,262
60113,257
60114,083
60115,259
60116,281
60117,148
60118,159
60119,050
60120,092
60121,083
60122,291
60123,188
60124,103
60125,022
60126,019
60127,117
60128,103
60129,348
60130,348
60131,058
60132,103
60133,022
60134,064
60135,103
60136,022
60137,064
60138,103
60139,058
60140,064
60141,103
60142,050
60143,050
60144,103
60145,064
60146,103
60147,064
60148,286
60149,283
60150,116
60151,116
60152,030
60153,188
60154,234
60155,061
60156,147
60157,147
60158,073
60159,033
60160,050
60161,064
60162,061
60163,041
60164,033
60165,050
60166,117
60167,047
60168,033
60169,064
60170,050
60171,073
60172,061
60173,061
60174,117
60175,337
60176,093
60177,022
60178,103
60179,103
60180,117
60181,337
60182,093
60183,132
60184,025
60185,262
60186,064
60187,251
60188,251
60189,050
60190,052
60191,050
60192,052
60193,045
60194,022
60195,119
60196,132
60197,119
60198,132
60199,262
60200,064
60201,045
60202,051
60203,262
60204,045
60205,345
60206,064
60207,047
60208,047
60209,025
60210,041
60211,041
60212,008
60213,319
60214,318
60215,060
60216,329
60217,328
60218,124
60219,095
60220,003
60221,335
60222,087
60223,335
60224,087
60225,095
60226,075
60227,329
60228,008
60229,335
60230,003
60231,008
60232,053
60233,361
60234,254
60235,008
60236,003
60237,075
60238,075
60239,008
60240,269
60241,044
60242,335
60243,003
60244,148
60245,025
60246,336
60247,099
60248,041
60249,099
60250,003
60251,335
60252,027
60253,075
60254,005
60255,335
60256,053
60257,075
60258,008
60259,361
60260,024
60261,003
60262,070
60263,003
60264,008
60265,075
60266,219
60267,254
60268,099
60269,025
60270,148
60271,254
60272,008
60273,336
60274,335
60275,041
60276,003
60277,075
60278,003
60279,008
60280,075
60281,335
60282,219
60283,254
60284,148
60285,336
60286,064
60287,041
60288,336
60289,219
60290,008
60291,254
60292,064
60293,219
60294,254
60295,336
60296,041
60297,024
60298,008
60299,064
60300,025
60301,025
60302,064
60303,148
60304,254
60305,336
60306,041
60307,114
60308,024
60309,088
60310,336
60311,090
60312,034
60313,099
60314,041
60315,008
60316,148
60317,254
60318,254
60319,148
60320,025
60321,219
60322,336
60323,041
60324,336
60325,041
60326,219
60327,064
60328,254
60329,148
60330,025
60331,114
60332,024
60333,114
60334,024
60335,064
60336,148
60337,254
60338,041
60339,025
60340,148
60341,025
60342,254
60343,064
60344,025
60345,148
60346,064
60347,148
60348,025
60349,254
60350,045
60351,045
60352,022
60353,190
60354,190
60355,045
60356,025
60357,073
60358,045
60359,025
60360,024
60361,022
60362,045
60363,022
60364,024
60365,025
60366,341
60367,186
60368,025
60369,045
60370,024
60371,285
60372,045
60373,190
60374,025
60375,285
60376,024
60377,022
60378,022
60379,024
60380,190
60381,025
60382,341
60383,365
60384,365
60385,110
60386,351
60387,125
60388,107
60389,353
60390,350
60391,122
60392,111
60393,351
60394,350
60395,352
60396,125
60397,353
60398,351
60399,350
60400,125
60401,367
60402,368
60403,199
60404,347
60405,127
60406,092
60407,269
60408,060
60409,269
60410,160
60411,201
60412,026
60413,160
60414,201
60415,190
60416,228
60417,272
60418,045
60419,045
60420,272
60421,190
60422,228
60423,297
60424,048
60425,159
60426,052
60427,044
60428,209
60429,159
60430,209
60431,052
60432,044
60433,197
60434,237
60435,048
60436,060
60437,269
60438,092
60439,269
60440,146
60441,240
60442,295
60443,209
60444,237
60445,321
60446,269
60447,237
60448,354
60449,355
60450,355
60451,354
60452,355
60453,354
60454,355
60455,354
60456,127
60457,362
60458,362
60459,198
60460,355
60461,237
60462,346
60463,237
60464,237
60465,172
60466,270
60467,300
60468,025
60469,300
60470,179
60471,249
60472,249
60473,086
60474,064
60475,029
60476,121
60477,073
60478,086
60479,103
60480,283
60481,064
60482,201
60483,025
60484,030
60485,283
60486,244
60487,103
60488,030
60489,103
60490,030
60491,283
60492,201
60493,086
60494,064
60495,201
60496,086
60497,103
60498,283
60499,316
60500,320
60501,030
60502,283
60503,030
60504,103
60505,284
60506,286
60507,286
60508,284
60509,030
60510,283
60511,103
60512,103
60513,030
60514,103
60515,283
60516,201
60517,025
60518,103
60519,147
60520,283
60521,022
60522,030
60523,103
60524,030
60525,064
60526,283
60527,201
60528,157
60529,030
60530,103
60531,284
60532,283
60533,201
60534,249
60535,147
60536,249
60537,103
60538,201
60539,147
60540,073
60541,064
60542,227
60543,025
60544,048
60545,246
60546,086
60547,073
60548,103
60549,048
60550,064
60551,147
60552,025
60553,257
60554,147
60555,292
60556,228
60557,157
60558,300
60559,308
60560,237
60561,270
60562,270
60563,146
60564,237
60565,237
60566,172
60567,304
60568,270
60569,237
60570,270
60571,092
60572,146
60573,146
60574,092
60575,333
60576,048
60577,333
60578,237
60579,179
60580,030
60581,237
60582,333
60583,159
60584,304
60585,148
60586,287
60587,287
60588,259
60589,116
60590,058
60591,011
60592,050
60593,148
60594,022
60595,051
60596,064
60597,262
60598,071
60599,075
60600,003
60601,041
60602,325
60603,325
60604,075
60605,361
60606,335
60607,053
60608,041
60609,254
60610,336
60611,053
60612,030
60613,254
60614,041
60615,336
60616,075
60617,335
60618,003
60619,041
60620,209
60621,090
60622,034
60623,025
60624,090
60625,254
60626,022
60627,024
60628,186
60629,073
60630,073
60631,344
60632,190
60633,110
60634,351
60635,360
60636,366
60637,352
60638,352
60639,367
60640,092
60641,026
60642,297
60643,190
60644,045
60645,362
60646,122
60647,128
60648,237
60649,071
60650,292
60651,022
60652,024
60653,147
60654,257
60655,283
60656,147
60657,086
60658,086
60659,286
60660,147
60661,064
60662,249
60663,304
60664,346
60665,313
60666,148
60667,083
60668,025
60669,257
60670,257
60671,022
60672,064
60673,148
60674,041
60675,025
60676,045
60677,039
60678,075
60679,025
60680,325
60681,087
60682,027
60683,254
60684,008
60685,027
60686,064
60687,099
60688,148
60689,121
60690,090
60691,034
60692,073
60693,344
60694,341
60695,360
60696,357
60697,107
60698,353
60699,107
60700,368
60701,269
60702,269
60703,153
60704,354
60705,321
60706,092
60707,308
60708,270
60709,147
60710,147
60711,064
60712,249
60713,228
60714,237
60715,172
60716,048
60717,126
60718,064
60719,050
60720,064
60721,025
60722,038
60723,058
60724,226
60725,092
60726,025
60727,003
60728,024
60729,025
60730,024
60731,030
60732,039
60733,335
60734,053
60735,027
60736,053
60737,008
60738,099
60739,219
60740,022
60741,222
60742,073
60743,153
60744,228
60745,121
60746,025
60747,310
60748,030
60749,194
60750,157
60751,060
60752,304
60753,083
60754,287
60755,148
60756,348
60757,283
60758,030
60759,073
60760,025
60761,251
60762,024
60763,269
60764,048
60765,219
60766,148
60767,254
60768,361
60769,053
60770,148
60771,024
60772,340
60773,357
60774,146
60775,269
60776,362
60777,025
60778,022
60779,064
60780,025
60781,201
60782,249
60783,064
60784,011
60785,286
60786,064
60787,033
60788,095
60789,053
60790,048
60791,041
60792,361
60793,209
60794,222
60795,022
60796,369
60797,353
60798,060
60799,153
60800,153
60801,370
60802,286
60803,025
60804,249
60805,228
60806,157
60807,227
60808,025
60809,073
60810,346
60811,172
60812,304
60813,313
60814,283
60815,186
60816,103
60817,213
60818,044
60819,148
60820,219
60821,219
60822,125
60823,127
60824,146
60825,358
60826,354
60827,025
60828,064
60829,064
60830,304
60831,346
60832,211
60833,262
60834,019
60835,130
60836,283
60837,117
60838,050
60839,292
60840,024
60841,209
60842,090
60843,064
60844,024
60845,024
60846,340
60847,366
60848,107
60849,371
60850,272
60851,146
60852,370
60853,128
60854,057
60855,022
60856,022
60857,022
60858,092
60859,270
60860,029
60861,190
60862,320
60863,117
60864,047
60865,030
60866,050
60867,052
60868,262
60869,022
60870,345
60871,292
60872,038
60873,048
60874,269
60875,024
60876,041
60877,357
60878,372
60879,045
60880,372
60881,365
60882,358
60883,073
60884,121
60885,024
60886,228
60887,201
60888,201
60889,048
60890,159
60891,119
60892,037
60893,251
60894,262
60895,130
60896,024
60897,102
60898,257
60899,257
60900,254
60901,027
60902,044
60903,064
60904,034
60905,090
60906,219
60907,088
60908,025
60909,373
60910,197
60911,052
60912,022
60913,228
60914,346
60915,279
60916,017
60917,117
60918,103
60919,088
60920,022
60921,361
60922,060
60923,126
60924,027
60925,126
60926,209
60927,070
60928,219
60929,254
60930,237
60931,209
60932,122
60933,057
60934,310
60935,086
60936,308
60937,058
60938,073
60939,104
60940,314
60941,045
60942,024
60943,060
60944,041
60945,034
60946,099
60947,190
60948,357
60949,351
60950,347
60951,362
60952,240
60953,316
60954,064
60955,374
60956,060
60957,064
60958,279
60959,050
60960,211
60961,257
60962,348
60963,047
60964,186
60965,090
60966,022
60967,269
60968,048
60969,005
60970,024
60971,088
60972,064
60973,034
60974,008
60975,121
60976,148
60977,356
60978,199
60979,189
60980,198
60981,355
60982,240
60983,284
60984,092
60985,025
60986,186
60987,251
60988,117
60989,024
60990,088
60991,104
60992,038
60993,044
60994,099
60995,344
60996,045
60997,146
60998,147
60999,048
61000,048
61001,092
61002,121
61003,179
61004,130
61005,047
61006,227
61007,047
61008,024
61009,053
61010,034
61011,064
61012,111
61013,368
61014,367
61015,159
61016,092
61017,249
61018,194
61019,081
61020,119
61021,064
61022,024
61023,090
61024,126
61025,030
61026,024
61027,341
61028,190
61029,122
61030,371
61031,048
61032,363
61033,198
61034,064
61035,044
61036,240
61037,375
61038,200
61039,022
61040,314
61041,025
61042,070
61043,090
61044,064
61045,209
61046,209
61047,034
61048,186
61049,127
61050,347
61051,270
61052,086
61053,064
61054,237
61055,331
61056,030
61057,376
61058,047
61059,148
61060,336
61061,088
61062,209
61063,024
61064,336
61065,337
61066,041
61067,367
61068,356
61069,092
61070,086
61071,022
61072,284
61073,244
61074,073
61075,025
61076,348
61077,286
61078,047
61079,117
61080,376
61081,083
61082,325
61083,325
61084,064
61085,209
61086,368
61087,347
61088,121
61089,025
61090,121
61091,065
61092,283
61093,249
61094,303
61095,087
61096,060
61097,030
61098,039
61099,121
61100,329
61101,087
61102,099
61103,024
61104,111
61105,362
61106,121
61107,292
61108,147
61109,333
61110,249
61111,337
61112,102
61113,038
61114,121
61115,099
61116,041
61117,090
61118,209
61119,358
61120,073
61121,286
61122,086
61123,048
61124,308
61125,279
61126,331
61127,279
61128,130
61129,246
61130,024
61131,039
61132,308
61133,284
61134,092
61135,126
61136,251
61137,331
61138,159
61139,186
61140,064
61141,303
61142,030
61143,093
61144,047
61145,053
61146,090
61147,060
61148,246
61149,308
61150,064
61151,251
61152,246
61153,064
61154,022
61155,095
61156,005
61157,090
61158,071
61159,119
61160,064
61161,092
61162,354
61163,060
61164,201
61165,201
61166,064
61167,040
61168,086
61169,270
61170,287
61171,320
61172,088
61173,376
61174,034
61175,114
61176,088
61177,088
61178,119
61179,038
61180,122
61181,122
61182,122
61183,189
61184,201
61185,251
61186,190
61187,159
61188,050
61189,045
61190,262
61191,251
61192,279
61193,025
61194,331
61195,064
61196,320
61197,159
61198,313
61199,148
61200,148
61201,313
61202,262
61203,257
61204,119
61205,251
61206,262
61207,257
61208,313
61209,320
61210,083
61211,259
61212,262
61213,083
61214,050
61215,103
61216,064
61217,291
61218,116
61219,188
61220,064
61221,022
61222,103
61223,103
61224,022
61225,058
61226,064
61227,022
61228,103
61229,058
61230,064
61231,348
61232,103
61233,022
61234,064
61235,058
61236,348
61237,286
61238,103
61239,283
61240,286
61241,103
61242,286
61243,283
61244,130
61245,283
61246,103
61247,286
61248,117
61249,030
61250,047
61251,047
61252,117
61253,030
61254,061
61255,148
61256,249
61257,246
61258,303
61259,303
61260,088
61261,249
61262,061
61263,148
61264,147
61265,050
61266,064
61267,073
61268,117
61269,047
61270,047
61271,117
61272,030
61273,117
61274,047
61275,050
61276,033
61277,073
61278,337
61279,337
61280,093
61281,117
61282,022
61283,103
61284,103
61285,022
61286,064
61287,251
61288,262
61289,050
61290,052
61291,047
61292,047
61293,376
61294,186
61295,227
61296,047
61297,083
61298,024
61299,376
61300,052
61301,050
61302,103
61303,092
61304,262
61305,064
61306,022
61307,064
61308,022
61309,103
61310,051
61311,045
61312,262
61313,345
61314,045
61315,064
61316,262
61317,025
61318,213
61319,292
61320,257
61321,329
61322,325
61323,087
61324,325
61325,008
61326,087
61327,075
61328,041
61329,071
61330,038
61331,361
61332,361
61333,024
61334,126
61335,060
61336,048
61337,269
61338,008
61339,075
61340,027
61341,030
61342,053
61343,335
61344,003
61345,335
61346,075
61347,008
61348,053
61349,335
61350,053
61351,003
61352,075
61353,008
61354,008
61355,003
61356,254
61357,148
61358,336
61359,041
61360,099
61361,041
61362,336
61363,254
61364,075
61365,008
61366,361
61367,024
61368,075
61369,361
61370,053
61371,254
61372,070
61373,041
61374,027
61375,053
61376,075
61377,003
61378,219
61379,008
61380,041
61381,336
61382,041
61383,336
61384,254
61385,090
61386,099
61387,219
61388,008
61389,336
61390,041
61391,254
61392,041
61393,336
61394,008
61395,219
61396,254
61397,209
61398,336
61399,254
61400,219
61401,064
61402,041
61403,336
61404,148
61405,025
61406,254
61407,025
61408,148
61409,254
61410,121
61411,041
61412,336
61413,034
61414,024
61415,041
61416,008
61417,336
61418,219
61419,024
61420,254
61421,064
61422,336
61423,041
61424,219
61425,024
61426,254
61427,034
61428,090
61429,148
61430,025
61431,148
61432,254
61433,025
61434,088
61435,088
61436,148
61437,050
61438,254
61439,025
61440,025
61441,148
61442,064
61443,119
61444,071
61445,088
61446,121
61447,073
61448,147
61449,025
61450,064
61451,025
61452,064
61453,148
61454,025
61455,254
61456,024
61457,073
61458,190
61459,045
61460,045
61461,024
61462,025
61463,024
61464,045
61465,190
61466,025
61467,073
61468,186
61469,025
61470,073
61471,024
61472,190
61473,045
61474,190
61475,045
61476,190
61477,045
61478,025
61479,024
61480,190
61481,024
61482,025
61483,125
61484,107
61485,353
61486,125
61487,122
61488,111
61489,353
61490,125
61491,353
61492,350
61493,111
61494,367
61495,368
61496,367
61497,111
61498,122
61499,368
61500,351
61501,367
61502,368
61503,351
61504,368
61505,367
61506,127
61507,347
61508,092
61509,060
61510,269
61511,127
61512,269
61513,092
61514,060
61515,153
61516,146
61517,146
61518,153
61519,269
61520,197
61521,045
61522,209
61523,209
61524,052
61525,045
61526,022
61527,119
61528,159
61529,048
61530,048
61531,237
61532,197
61533,362
61534,354
61535,362
61536,127
61537,354
61538,358
61539,354
61540,355
61541,128
61542,354
61543,362
61544,355
61545,128
61546,354
61547,355
61548,354
61549,355
61550,127
61551,347
61552,198
61553,358
61554,354
61555,198
61556,189
61557,198
61558,363
61559,092
61560,240
61561,270
61562,060
61563,237
61564,025
61565,237
61566,308
61567,121
61568,025
61569,147
61570,201
61571,086
61572,086
61573,064
61574,064
61575,086
61576,073
61577,121
61578,073
61579,025
61580,121
61581,086
61582,103
61583,030
61584,283
61585,283
61586,284
61587,030
61588,103
61589,283
61590,030
61591,284
61592,103
61593,064
61594,103
61595,030
61596,283
61597,103
61598,283
61599,283
61600,103
61601,030
61602,030
61603,103
61604,147
61605,086
61606,092
61607,064
61608,103
61609,147
61610,025
61611,249
61612,092
61613,064
61614,086
61615,086
61616,064
61617,103
61618,092
61619,025
61620,201
61621,092
61622,025
61623,064
61624,103
61625,147
61626,086
61627,073
61628,073
61629,246
61630,025
61631,064
61632,249
61633,086
61634,201
61635,064
61636,201
61637,025
61638,086
61639,073
61640,044
61641,064
61642,194
61643,073
61644,025
61645,237
61646,270
61647,308
61648,308
61649,237
61650,179
61651,270
61652,025
61653,308
61654,237
61655,308
61656,237
61657,237
61658,237
61659,346
61660,092
61661,092
61662,146
61663,048
61664,333
61665,333
61666,048
61667,237
61668,237
61669,333
61670,064
61671,211
61672,211
61673,287
61674,119
61675,259
61676,283
