Column_,Row,Grid_Code,Location,elevation,latitude,depth,PWP,FC,SAT,SWinit,OC_topsoil,OC_subsoil,BD_topsoil,BD_subsoil,Sand_topsoil,Clay_topsoil,Silt_topsoil,Sand_subsoil,Clay_subsoil,Silt_subsoil
114,163,163114,163_114,231,64.75,1.3,0.095,0.186,0.432,0.1587,2.18,0.41,1.73,1.7,65,10,25,65,10,25
114,164,164114,164_114,220,64.98,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
114,165,165114,165_114,100,65.2,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
114,166,166114,166_114,40,65.43,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
114,167,167114,167_114,180,65.65,1.3,0.095,0.104,0.35,0.1013,0.5,0.23,1.7,1.7,65,10,25,65,10,25
114,168,168114,168_114,65,65.88,1.3,0.095,0.104,0.35,0.1013,0.5,0.23,1.7,1.7,65,10,25,65,10,25
114,169,169114,169_114,14,66.11,1.3,0.095,0.104,0.35,0.1013,0.5,0.23,1.7,1.7,65,10,25,65,10,25
114,170,170114,170_114,11,66.33,1.3,0.095,0.104,0.35,0.1013,0.5,0.23,1.7,1.7,65,10,25,65,10,25
114,171,171114,171_114,20,66.56,1.3,0.095,0.104,0.35,0.1013,0.5,0.23,1.7,1.7,65,10,25,65,10,25
115,62,62115,62_115,100,42.03,1.3,0.148,0.288,0.431,0.246,0.65,0.43,1.39,1.38,60,30,10,60,30,10
115,63,63115,63_115,49,42.25,1.3,0.148,0.288,0.431,0.246,0.65,0.43,1.39,1.38,60,30,10,60,30,10
115,64,64115,64_115,176,42.48,1.3,0.136,0.263,0.429,0.2249,0.75,0.4,1.41,1.42,65,10,25,60,30,10
115,65,65115,65_115,418,42.7,1.3,0.148,0.265,0.408,0.2299,1.45,0.5,1.39,1.38,60,30,10,60,30,10
115,66,66115,66_115,388,42.93,1.3,0.148,0.266,0.409,0.2306,1,0.38,1.4,1.3,60,30,10,60,30,10
115,67,67115,67_115,294,43.16,1.3,0.148,0.273,0.416,0.2355,0.83,0.4,1.4,1.38,60,30,10,60,30,10
115,68,68115,68_115,256,43.38,1.3,0.148,0.273,0.416,0.2355,0.98,0.38,1.4,1.35,60,30,10,60,30,10
115,69,69115,69_115,259,43.61,1.3,0.148,0.271,0.414,0.2341,1,0.38,1.4,1.38,60,30,10,60,30,10
115,70,70115,70_115,606,43.83,1.3,0.148,0.271,0.414,0.2341,1,0.37,1.4,1.38,60,30,10,60,30,10
115,71,71115,71_115,366,44.06,1.3,0.148,0.276,0.419,0.2376,1,0.37,1.4,1.38,60,30,10,60,30,10
115,72,72115,72_115,110,44.28,1.3,0.148,0.266,0.409,0.2306,0.77,0.4,1.4,1.38,60,30,10,60,30,10
115,73,73115,73_115,10,44.51,1.3,0.148,0.24,0.383,0.2124,0.86,0.4,1.4,1.4,60,30,10,60,30,10
115,74,74115,74_115,5,44.73,1.3,0.148,0.29,0.433,0.2474,0.86,0.38,1.4,1.4,60,30,10,60,30,10
115,75,75115,75_115,5,44.96,1.3,0.148,0.29,0.433,0.2474,0.86,0.38,1.4,1.4,60,30,10,60,30,10
115,76,76115,76_115,8,45.18,1.3,0.197,0.289,0.435,0.2614,1.19,0.55,1.24,1.24,35,35,30,35,35,30
115,77,77115,77_115,21,45.41,1.3,0.173,0.266,0.435,0.2381,0.79,0.41,1.41,1.42,65,10,25,35,35,30
115,78,78115,78_115,31,45.63,1.3,0.095,0.187,0.433,0.1594,0.7,0.4,1.4,1.38,65,10,25,65,10,25
115,79,79115,79_115,116,45.86,1.3,0.148,0.243,0.386,0.2145,1,0.37,1.4,1.38,60,30,10,60,30,10
115,80,80115,80_115,618,46.09,0.7,0.148,0.332,0.475,0.2768,0.7,0.43,1.4,1.38,60,30,10,60,30,10
115,81,81115,81_115,1518,46.31,1.3,0.148,0.209,0.352,0.1907,1,0.37,1.41,1.38,60,30,10,60,30,10
115,82,82115,82_115,1725,46.54,0.5,0.148,0.3,0.443,0.2544,1.61,1.44,1.4,1.16,60,30,10,60,30,10
115,83,83115,83_115,1171,46.76,1.3,0.148,0.271,0.414,0.2341,1.4,0.39,1.41,1.42,60,30,10,60,30,10
115,84,84115,84_115,1736,46.99,1.3,0.095,0.201,0.447,0.1692,1.45,0.5,1.58,1.38,65,10,25,65,10,25
115,85,85115,85_115,1319,47.21,0.7,0.148,0.309,0.452,0.2607,1.45,0.5,1.41,1.42,60,30,10,60,30,10
115,86,86115,86_115,761,47.44,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
115,87,87115,87_115,836,47.66,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
115,88,88115,88_115,503,47.89,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
115,89,89115,89_115,521,48.11,1.3,0.148,0.283,0.426,0.2425,0.74,0.37,1.4,1.35,60,30,10,60,30,10
115,90,90115,90_115,467,48.33,1.3,0.148,0.266,0.409,0.2306,0.99,0.4,1.41,1.37,60,30,10,60,30,10
115,91,91115,91_115,472,48.56,1.3,0.148,0.283,0.426,0.2425,0.99,0.37,1.4,1.35,60,30,10,60,30,10
115,92,92115,92_115,417,48.78,1.3,0.148,0.24,0.383,0.2124,0.74,0.4,1.41,1.37,60,30,10,60,30,10
115,93,93115,93_115,427,49.01,1.3,0.148,0.272,0.415,0.2348,0.98,0.47,1.4,1.38,60,30,10,60,30,10
115,94,94115,94_115,429,49.23,1.3,0.148,0.243,0.386,0.2145,1.07,0.47,1.4,1.38,60,30,10,60,30,10
115,95,95115,95_115,420,49.46,1.3,0.095,0.186,0.432,0.1587,1.45,0.43,1.41,1.42,65,10,25,65,10,25
115,96,96115,96_115,447,49.68,1.3,0.095,0.186,0.432,0.1587,2.02,0.4,1.7,1.73,65,10,25,65,10,25
115,97,97115,97_115,494,49.91,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
115,98,98115,98_115,573,50.13,1.3,0.148,0.254,0.397,0.2222,1.45,0.47,1.42,1.42,60,30,10,60,30,10
115,99,99115,99_115,539,50.36,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.4,60,30,10,60,30,10
115,100,100115,100_115,432,50.58,1.3,0.148,0.276,0.419,0.2376,1.16,0.4,1.4,1.38,60,30,10,60,30,10
115,101,101115,101_115,325,50.81,1.3,0.148,0.276,0.419,0.2376,1.16,0.4,1.4,1.38,60,30,10,60,30,10
115,102,102115,102_115,234,51.03,1.3,0.148,0.28,0.423,0.2404,1,0.4,1.39,1.35,60,30,10,60,30,10
115,103,103115,103_115,123,51.26,1.3,0.148,0.282,0.425,0.2418,2.08,0.82,1.36,1.35,60,30,10,60,30,10
115,104,104115,104_115,105,51.48,1.3,0.148,0.283,0.426,0.2425,1.68,0.68,1.36,1.35,60,30,10,60,30,10
115,105,105115,105_115,84,51.71,1.3,0.148,0.283,0.426,0.2425,0.74,0.43,1.39,1.37,60,30,10,60,30,10
115,106,106115,106_115,70,51.93,1.3,0.136,0.271,0.438,0.2305,0.74,0.36,1.57,1.45,65,10,25,60,30,10
115,107,107115,107_115,78,52.15,1.3,0.095,0.217,0.463,0.1804,0.74,0.3,1.6,1.49,65,10,25,65,10,25
115,108,108115,108_115,35,52.38,1.3,0.095,0.202,0.448,0.1699,0.93,0.41,1.65,1.52,65,10,25,65,10,25
115,109,109115,109_115,32,52.6,1.3,0.148,0.255,0.398,0.2229,0.7,0.39,1.42,1.42,60,30,10,60,30,10
115,110,110115,110_115,27,52.83,1.3,0.148,0.288,0.431,0.246,0.65,0.43,1.39,1.38,60,30,10,60,30,10
115,111,111115,111_115,62,53.05,1.3,0.095,0.217,0.463,0.1804,0.7,0.27,1.65,1.52,65,10,25,65,10,25
115,112,112115,112_115,75,53.28,1.3,0.095,0.217,0.463,0.1804,0.74,0.3,1.65,1.52,65,10,25,65,10,25
115,113,113115,113_115,64,53.5,1.3,0.136,0.258,0.425,0.2214,0.74,0.3,1.58,1.45,65,10,25,60,30,10
115,114,114115,114_115,44,53.73,1.3,0.136,0.271,0.438,0.2305,0.7,0.36,1.6,1.45,65,10,25,60,30,10
115,115,115115,115_115,32,53.95,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
115,116,116115,116_115,19,54.18,1.3,0.148,0.286,0.429,0.2446,1.07,0.37,1.4,1.35,60,30,10,60,30,10
115,118,118115,118_115,5,54.62,1.3,0.148,0.283,0.426,0.2425,0.74,0.3,1.4,1.35,60,30,10,60,30,10
115,119,119115,119_115,11,54.85,1.3,0.148,0.283,0.426,0.2425,0.74,0.3,1.4,1.35,60,30,10,60,30,10
115,120,120115,120_115,19,55.07,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
115,121,121115,121_115,20,55.3,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
115,122,122115,122_115,27,55.52,1.3,0.148,0.283,0.426,0.2425,0.83,0.36,1.4,1.35,60,30,10,60,30,10
115,123,123115,123_115,20,55.75,1.3,0.136,0.233,0.4,0.2039,0.74,0.3,1.58,1.41,65,10,25,60,30,10
115,124,124115,124_115,20,55.97,1.3,0.095,0.197,0.443,0.1664,1,0.36,1.59,1.5,65,10,25,65,10,25
115,125,125115,125_115,10,56.2,1.3,0.148,0.273,0.416,0.2355,1,0.28,1.41,1.34,60,30,10,60,30,10
115,128,128115,128_115,3,56.87,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
115,129,129115,129_115,32,57.09,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
115,130,130115,130_115,31,57.32,0.5,0.148,0.234,0.377,0.2082,1.45,0.6,1.41,1.42,60,30,10,60,30,10
115,131,131115,131_115,45,57.54,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,132,132115,132_115,95,57.77,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,133,133115,133_115,83,57.99,0.5,0.148,0.234,0.377,0.2082,1.45,0.6,1.41,1.54,60,30,10,60,30,10
115,134,134115,134_115,74,58.22,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
115,135,135115,135_115,66,58.44,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
115,136,136115,136_115,63,58.67,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
115,137,137115,137_115,68,58.89,1.3,0.148,0.181,0.324,0.1711,1.45,0.5,1.41,1.54,60,30,10,60,30,10
115,138,138115,138_115,108,59.12,0.5,0.148,0.468,0.611,0.372,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,139,139115,139_115,150,59.34,1.3,0.148,0.181,0.324,0.1711,1.39,0.5,1.41,1.54,60,30,10,60,30,10
115,140,140115,140_115,75,59.57,0.5,0.148,0.468,0.611,0.372,1.45,0.6,1.41,1.54,60,30,10,60,30,10
115,141,141115,141_115,102,59.79,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.54,60,30,10,60,30,10
115,142,142115,142_115,200,60.02,1.3,0.095,0.186,0.432,0.1587,1.04,0.39,1.71,1.71,65,10,25,65,10,25
115,143,143115,143_115,250,60.24,1.3,0.095,0.152,0.398,0.1349,1.65,0.39,1.71,1.71,65,10,25,65,10,25
115,144,144115,144_115,338,60.47,0.5,0.095,0.331,0.577,0.2602,0.7,0.31,1.6,1.58,65,10,25,65,10,25
115,147,147115,147_115,409,61.14,1.3,0.095,0.186,0.432,0.1587,1.04,0.39,1.6,1.58,65,10,25,65,10,25
115,148,148115,148_115,540,61.36,1.3,0.095,0.186,0.432,0.1587,2.18,0.41,1.42,1.43,65,10,25,65,10,25
115,149,149115,149_115,660,61.59,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
115,150,150115,150_115,547,61.81,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,151,151115,151_115,663,62.04,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
115,152,152115,152_115,760,62.26,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,153,153115,153_115,646,62.49,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,155,155115,155_115,891,62.94,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,157,157115,157_115,504,63.39,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,158,158115,158_115,419,63.62,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,159,159115,159_115,440,63.84,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
115,162,162115,162_115,440,64.52,1.3,0.148,0.239,0.382,0.2117,1.04,0.41,1.42,1.43,60,30,10,60,30,10
115,163,163115,163_115,260,64.74,1.3,0.095,0.186,0.432,0.1587,1.97,0.41,1.73,1.7,65,10,25,65,10,25
115,164,164115,164_115,360,64.97,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
115,165,165115,165_115,500,65.19,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
115,166,166115,166_115,420,65.42,0.5,0.095,0.331,0.577,0.2602,1.97,0.91,1.73,1.7,65,10,25,65,10,25
115,167,167115,167_115,300,65.64,1.3,0.095,0.186,0.432,0.1587,2.18,0.41,1.73,1.7,65,10,25,65,10,25
115,168,168115,168_115,160,65.87,1.3,0.148,0.239,0.382,0.2117,1.97,0.41,1.42,1.43,60,30,10,60,30,10
115,169,169115,169_115,120,66.1,1.3,0.095,0.186,0.432,0.1587,1.04,0.39,1.7,1.7,65,10,25,65,10,25
115,170,170115,170_115,140,66.32,0.5,0.095,0.119,0.365,0.1118,0.7,0.31,1.6,1.58,65,10,25,65,10,25
115,171,171115,171_115,65,66.55,1.3,0.095,0.104,0.35,0.1013,0.7,0.31,1.7,1.7,65,10,25,65,10,25
115,172,172115,172_115,3,66.77,1.3,0.095,0.175,0.421,0.151,0.5,0.23,1.7,1.7,65,10,25,65,10,25
115,178,178115,178_115,16,68.13,1.3,0.095,0.104,0.35,0.1013,0.5,0.23,1.7,1.7,65,10,25,65,10,25
115,179,179115,179_115,34,68.36,0.5,0.095,0.119,0.365,0.1118,0.7,0.31,1.6,1.58,65,10,25,65,10,25
116,62,62116,62_116,108,42.02,1.3,0.148,0.255,0.398,0.2229,0.65,0.43,1.39,1.38,60,30,10,60,30,10
116,63,63116,63_116,187,42.25,1.3,0.148,0.266,0.409,0.2306,0.77,0.4,1.4,1.38,60,30,10,60,30,10
116,64,64116,64_116,297,42.47,1.3,0.095,0.187,0.433,0.1594,0.7,0.4,1.59,1.48,65,10,25,65,10,25
116,65,65116,65_116,502,42.7,1.3,0.148,0.266,0.409,0.2306,1.45,0.5,1.4,1.38,60,30,10,60,30,10
116,66,66116,66_116,288,42.92,1.3,0.148,0.273,0.416,0.2355,0.83,0.38,1.4,1.38,60,30,10,60,30,10
116,67,67116,67_116,282,43.15,1.3,0.148,0.273,0.416,0.2355,0.83,0.41,1.4,1.37,60,30,10,60,30,10
116,68,68116,68_116,287,43.38,1.3,0.148,0.271,0.414,0.2341,1,0.37,1.4,1.38,60,30,10,60,30,10
116,69,69116,69_116,334,43.6,1.3,0.148,0.271,0.414,0.2341,1,0.4,1.4,1.38,60,30,10,60,30,10
116,70,70116,70_116,530,43.83,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.4,1.38,60,30,10,60,30,10
116,71,71116,71_116,189,44.05,1.3,0.148,0.276,0.419,0.2376,0.77,0.37,1.4,1.35,60,30,10,60,30,10
116,72,72116,72_116,10,44.28,1.3,0.095,0.187,0.433,0.1594,0.7,0.4,1.56,1.43,65,10,25,65,10,25
116,73,73116,73_116,3,44.5,1.3,0.197,0.289,0.435,0.2614,1.19,0.55,1.24,1.24,35,35,30,35,35,30
116,74,74116,74_116,3,44.73,1.3,0.148,0.29,0.433,0.2474,0.86,0.38,1.4,1.4,60,30,10,60,30,10
116,75,75116,75_116,3,44.95,1.3,0.148,0.29,0.433,0.2474,0.86,0.38,1.4,1.4,60,30,10,60,30,10
116,76,76116,76_116,4,45.18,1.3,0.148,0.29,0.433,0.2474,0.86,0.38,1.4,1.4,60,30,10,60,30,10
116,77,77116,77_116,7,45.4,1.3,0.197,0.289,0.435,0.2614,1.19,0.55,1.24,1.24,35,35,30,35,35,30
116,78,78116,78_116,16,45.63,1.3,0.095,0.187,0.433,0.1594,0.7,0.4,1.4,1.38,65,10,25,65,10,25
116,79,79116,79_116,82,45.85,1.3,0.148,0.25,0.393,0.2194,0.79,0.43,1.39,1.38,60,30,10,60,30,10
116,80,80116,80_116,371,46.08,0.7,0.148,0.332,0.475,0.2768,0.7,0.43,1.4,1.38,60,30,10,60,30,10
116,81,81116,81_116,1013,46.3,1.3,0.148,0.206,0.349,0.1886,1.45,0.5,1.41,1.38,60,30,10,60,30,10
116,82,82116,82_116,1542,46.53,1.3,0.148,0.271,0.414,0.2341,1,0.37,1.41,1.38,60,30,10,60,30,10
116,83,83116,83_116,1452,46.75,1.3,0.148,0.271,0.414,0.2341,1,0.37,1.41,1.42,60,30,10,60,30,10
116,84,84116,84_116,2114,46.98,0.5,0.095,0.221,0.467,0.1832,2.18,0.39,1.73,1.74,65,10,25,65,10,25
116,85,85116,85_116,1583,47.2,0.7,0.148,0.238,0.381,0.211,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,86,86116,86_116,828,47.43,1.3,0.148,0.291,0.434,0.2481,0.6,0.4,1.41,1.41,60,30,10,60,30,10
116,87,87116,87_116,665,47.65,1.3,0.148,0.288,0.431,0.246,0.7,0.4,1.41,1.41,60,30,10,60,30,10
116,88,88116,88_116,469,47.88,1.3,0.148,0.284,0.427,0.2432,0.87,0.38,1.4,1.35,60,30,10,60,30,10
116,89,89116,89_116,442,48.1,1.3,0.148,0.283,0.426,0.2425,0.74,0.37,1.4,1.35,60,30,10,60,30,10
116,90,90116,90_116,475,48.33,1.3,0.148,0.271,0.414,0.2341,1,0.4,1.41,1.42,60,30,10,60,30,10
116,91,91116,91_116,460,48.55,1.3,0.148,0.283,0.426,0.2425,0.99,0.37,1.4,1.35,60,30,10,60,30,10
116,92,92116,92_116,405,48.78,1.3,0.148,0.24,0.383,0.2124,0.75,0.37,1.4,1.35,60,30,10,60,30,10
116,93,93116,93_116,336,49,1.3,0.148,0.283,0.426,0.2425,0.87,0.37,1.4,1.38,60,30,10,60,30,10
116,94,94116,94_116,438,49.23,1.3,0.148,0.271,0.414,0.2341,1.45,0.43,1.41,1.42,60,30,10,60,30,10
116,95,95116,95_116,483,49.45,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,96,96116,96_116,510,49.68,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,97,97116,97_116,529,49.9,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,98,98116,98_116,474,50.13,0.5,0.148,0.33,0.473,0.2754,0.99,0.29,1.41,1.33,60,30,10,60,30,10
116,99,99116,99_116,528,50.35,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,100,100116,100_116,421,50.58,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,101,101116,101_116,289,50.8,1.3,0.148,0.285,0.428,0.2439,1,0.37,1.4,1.38,60,30,10,60,30,10
116,102,102116,102_116,200,51.02,1.3,0.148,0.283,0.426,0.2425,0.99,0.36,1.41,1.35,60,30,10,60,30,10
116,103,103116,103_116,130,51.25,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
116,104,104116,104_116,106,51.47,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
116,105,105116,105_116,84,51.7,1.3,0.095,0.201,0.447,0.1692,1.3,0.44,1.57,1.48,65,10,25,65,10,25
116,106,106116,106_116,88,51.92,1.3,0.136,0.271,0.438,0.2305,0.7,0.3,1.57,1.45,65,10,25,60,30,10
116,107,107116,107_116,123,52.15,1.3,0.095,0.183,0.429,0.1566,0.7,0.28,1.71,1.63,65,10,25,65,10,25
116,108,108116,108_116,34,52.37,1.3,0.095,0.202,0.448,0.1699,1.07,0.37,1.58,1.51,65,10,25,65,10,25
116,109,109116,109_116,30,52.6,1.3,0.095,0.217,0.463,0.1804,0.83,0.39,1.58,1.49,65,10,25,65,10,25
116,110,110116,110_116,36,52.82,1.3,0.095,0.217,0.463,0.1804,0.93,0.3,1.58,1.51,65,10,25,65,10,25
116,111,111116,111_116,55,53.05,1.3,0.095,0.202,0.448,0.1699,0.93,0.3,1.65,1.52,65,10,25,65,10,25
116,112,112116,112_116,78,53.27,1.3,0.095,0.217,0.463,0.1804,0.7,0.3,1.63,1.52,65,10,25,65,10,25
116,113,113116,113_116,79,53.49,1.3,0.095,0.187,0.433,0.1594,0.7,0.27,1.65,1.52,65,10,25,65,10,25
116,114,114116,114_116,49,53.72,1.3,0.136,0.271,0.438,0.2305,0.74,0.36,1.4,1.35,65,10,25,60,30,10
116,115,115116,115_116,36,53.94,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
116,116,116116,116_116,23,54.17,1.3,0.148,0.286,0.429,0.2446,1.07,0.37,1.4,1.35,60,30,10,60,30,10
116,117,117116,117_116,7,54.39,1.3,0.148,0.286,0.429,0.2446,1.16,0.39,1.4,1.35,60,30,10,60,30,10
116,119,119116,119_116,25,54.84,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
116,120,120116,120_116,25,55.07,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.38,60,30,10,60,30,10
116,121,121116,121_116,34,55.29,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
116,122,122116,122_116,2,55.52,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
116,123,123116,123_116,5,55.74,1.3,0.148,0.283,0.426,0.2425,0.74,0.36,1.4,1.35,60,30,10,60,30,10
116,124,124116,124_116,35,55.96,0.7,0.148,0.324,0.467,0.2712,1,0.39,1.4,1.38,60,30,10,60,30,10
116,125,125116,125_116,8,56.19,0.7,0.148,0.315,0.458,0.2649,1,0.37,1.4,1.38,60,30,10,60,30,10
116,126,126116,126_116,41,56.41,0.5,0.148,0.468,0.611,0.372,1.39,0.6,1.41,1.42,60,30,10,60,30,10
116,127,127116,127_116,20,56.64,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,128,128116,128_116,19,56.86,1.3,0.148,0.271,0.414,0.2341,1.39,0.5,1.41,1.42,60,30,10,60,30,10
116,129,129116,129_116,57,57.09,0.5,0.148,0.352,0.495,0.2908,1.45,0.6,1.41,1.54,60,30,10,60,30,10
116,130,130116,130_116,135,57.31,0.5,0.148,0.352,0.495,0.2908,1.45,0.6,1.41,1.54,60,30,10,60,30,10
116,131,131116,131_116,116,57.54,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,132,132116,132_116,175,57.76,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,133,133116,133_116,110,57.98,0.5,0.148,0.468,0.611,0.372,1.45,0.6,1.41,1.42,60,30,10,60,30,10
116,134,134116,134_116,92,58.21,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,135,135116,135_116,66,58.43,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,136,136116,136_116,54,58.66,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,137,137116,137_116,46,58.88,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,138,138116,138_116,62,59.11,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,139,139116,139_116,68,59.33,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,140,140116,140_116,91,59.56,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.42,60,30,10,60,30,10
116,141,141116,141_116,109,59.78,1.3,0.148,0.271,0.414,0.2341,1.45,0.5,1.41,1.54,60,30,10,60,30,10
116,142,142116,142_116,141,60.01,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,143,143116,143_116,133,60.23,1.3,0.095,0.159,0.405,0.1398,0.4,0.21,1.71,1.71,65,10,25,65,10,25
116,144,144116,144_116,254,60.46,0.5,0.095,0.221,0.467,0.1832,1.65,0.58,1.78,1.74,65,10,25,65,10,25
116,145,145116,145_116,367,60.68,0.5,0.095,0.221,0.467,0.1832,1.65,0.58,1.78,1.74,65,10,25,65,10,25
116,147,147116,147_116,509,61.13,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,148,148116,148_116,445,61.36,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,149,149116,149_116,475,61.58,1.3,0.095,0.173,0.419,0.1496,0.4,0.21,1.71,1.71,65,10,25,65,10,25
116,150,150116,150_116,500,61.81,0.5,0.095,0.299,0.545,0.2378,1.65,0.58,1.71,1.71,65,10,25,65,10,25
116,152,152116,152_116,700,62.26,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,153,153116,153_116,584,62.48,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,154,154116,154_116,642,62.71,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,156,156116,156_116,550,63.16,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,157,157116,157_116,430,63.38,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,158,158116,158_116,425,63.61,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,159,159116,159_116,585,63.83,0.5,0.148,0.352,0.495,0.2908,5.27,0.81,0.8,1.54,60,30,10,60,30,10
116,161,161116,161_116,535,64.28,1.3,0.095,0.186,0.432,0.1587,2.18,0.91,1.42,1.43,65,10,25,65,10,25
116,162,162116,162_116,480,64.51,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
116,163,163116,163_116,418,64.73,1.3,0.095,0.186,0.432,0.1587,2.18,0.39,1.73,1.74,65,10,25,65,10,25
